epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,20452.5,0.38265,0.29991,0.96128,0.89248,0.94696,0.96528,0.81964,0.41104,0.26131,0.8817,0.000561311,0.000561311,0.000561311
186,20560.9,0.41726,0.32689,0.99009,0.86572,0.98091,0.97182,0.82467,0.41442,0.28667,0.86198,0.000556595,0.000556595,0.000556595
187,20669,0.40366,0.32077,0.97305,0.88006,0.92979,0.9465,0.82552,0.41563,0.29071,0.86596,0.00055188,0.00055188,0.00055188
188,20777.8,0.35846,0.2975,0.94116,0.9022,0.93333,0.94152,0.82535,0.40143,0.27705,0.86756,0.000547164,0.000547164,0.000547164
189,20892.3,0.41437,0.3215,0.99924,0.90741,0.93333,0.94817,0.81502,0.40753,0.26451,0.87746,0.000542448,0.000542448,0.000542448
190,21016.2,0.36931,0.30006,0.95092,0.87956,0.93333,0.95015,0.80015,0.40864,0.2739,0.87143,0.000537733,0.000537733,0.000537733
191,21142.9,0.36717,0.28963,0.96422,0.93239,0.89559,0.9663,0.81754,0.39569,0.27059,0.8613,0.000533017,0.000533017,0.000533017
192,21251,0.38982,0.31133,0.96552,0.88957,0.95478,0.97583,0.81925,0.3889,0.26227,0.85697,0.000528301,0.000528301,0.000528301
193,21360.7,0.40108,0.32519,0.96607,0.95254,0.9,0.97185,0.81272,0.39841,0.2659,0.86632,0.000523586,0.000523586,0.000523586
194,21470.3,0.37361,0.30302,0.95246,0.94425,0.9,0.97412,0.81823,0.41585,0.27104,0.88209,0.00051887,0.00051887,0.00051887
195,21578.5,0.39793,0.3015,0.94952,0.93009,0.9,0.96286,0.83568,0.39303,0.28241,0.87267,0.000514154,0.000514154,0.000514154
196,21687.3,0.38197,0.28821,0.94175,0.83637,0.96667,0.96576,0.84595,0.38889,0.2874,0.87328,0.000509438,0.000509438,0.000509438
197,21796.6,0.35959,0.29324,0.93745,0.84049,0.94836,0.96186,0.83216,0.40561,0.28222,0.8811,0.000504723,0.000504723,0.000504723
198,21906.8,0.36649,0.29341,0.95048,0.86601,0.92975,0.97278,0.80686,0.42234,0.27906,0.89559,0.000500007,0.000500007,0.000500007
199,22016.2,0.37739,0.29945,0.9464,0.86199,0.94935,0.95631,0.79986,0.41002,0.27817,0.88027,0.000495291,0.000495291,0.000495291
200,22125.4,0.36204,0.29668,0.96532,0.87203,0.96667,0.95667,0.79293,0.42206,0.27507,0.881,0.000490576,0.000490576,0.000490576
201,22234.2,0.37104,0.29706,0.94786,0.8874,0.95015,0.95098,0.78139,0.41776,0.26968,0.89666,0.00048586,0.00048586,0.00048586
202,22343,0.37766,0.30242,0.94716,0.86904,0.96241,0.96758,0.81624,0.40838,0.26581,0.90545,0.000481144,0.000481144,0.000481144
203,22451.9,0.40457,0.29806,0.96872,0.86998,0.96258,0.96409,0.82351,0.41076,0.28251,0.90967,0.000476429,0.000476429,0.000476429
204,22560.1,0.3931,0.30774,0.96184,0.90012,0.92982,0.9511,0.82546,0.42024,0.2783,0.90228,0.000471713,0.000471713,0.000471713
205,22669.7,0.37947,0.29904,0.94802,0.90834,0.93108,0.9472,0.82178,0.41135,0.27674,0.89794,0.000466997,0.000466997,0.000466997
206,22778.2,0.39475,0.32713,0.9773,0.89593,0.96013,0.94531,0.7959,0.41408,0.27613,0.90071,0.000462281,0.000462281,0.000462281
207,22886.5,0.37024,0.29475,0.94676,0.92496,0.96265,0.9435,0.79622,0.42189,0.27213,0.90914,0.000457566,0.000457566,0.000457566
208,22995.1,0.37302,0.28957,0.94702,0.94604,0.96265,0.9519,0.80641,0.41447,0.27168,0.89689,0.00045285,0.00045285,0.00045285
209,23103.9,0.35874,0.28583,0.94688,0.95738,0.96297,0.95246,0.80324,0.40319,0.26669,0.89161,0.000448134,0.000448134,0.000448134
210,23213,0.35237,0.29174,0.9459,0.95413,0.96667,0.95658,0.81209,0.40447,0.27517,0.88446,0.000443419,0.000443419,0.000443419
211,23321.4,0.35622,0.29189,0.94772,0.94761,0.96873,0.97985,0.81507,0.41616,0.26714,0.89649,0.000438703,0.000438703,0.000438703
212,23430.7,0.358,0.29689,0.94987,0.90567,0.97063,0.98288,0.80528,0.40427,0.26151,0.87055,0.000433987,0.000433987,0.000433987
213,23539.9,0.32811,0.27429,0.93005,0.84141,0.97911,0.97985,0.81827,0.39753,0.27362,0.86386,0.000429272,0.000429272,0.000429272
214,23648.3,0.3695,0.29399,0.94386,0.84682,0.95983,0.96548,0.82126,0.3927,0.26816,0.86036,0.000424556,0.000424556,0.000424556
215,23757.5,0.37277,0.29275,0.95891,0.86058,0.96334,0.95137,0.82599,0.36931,0.2606,0.84717,0.00041984,0.00041984,0.00041984
216,23866.1,0.36613,0.28949,0.95839,0.87316,0.96667,0.95921,0.82111,0.36025,0.24793,0.84208,0.000415124,0.000415124,0.000415124
217,23975.2,0.36431,0.28404,0.94525,0.90854,0.96667,0.95881,0.81477,0.38052,0.25393,0.8564,0.000410409,0.000410409,0.000410409
218,24084.4,0.35955,0.27858,0.94942,0.91401,0.96565,0.95881,0.83551,0.36775,0.24233,0.85488,0.000405693,0.000405693,0.000405693
219,24192.6,0.37208,0.29201,0.96124,0.92146,0.96667,0.96611,0.84403,0.37319,0.24243,0.86165,0.000400977,0.000400977,0.000400977
220,24300.8,0.35026,0.27997,0.94376,0.88723,0.96237,0.95144,0.80881,0.38829,0.25474,0.87391,0.000396262,0.000396262,0.000396262
221,24409.8,0.34648,0.27654,0.94026,0.8611,0.93467,0.91963,0.78612,0.40246,0.26265,0.88995,0.000391546,0.000391546,0.000391546
222,24518.9,0.35313,0.27943,0.95251,0.86191,0.93544,0.92235,0.81059,0.41103,0.27464,0.89747,0.00038683,0.00038683,0.00038683
223,24626,0.32734,0.27078,0.93949,0.86045,0.93542,0.93323,0.80385,0.40665,0.26597,0.90203,0.000382115,0.000382115,0.000382115
224,24735.1,0.3644,0.29251,0.95436,0.88259,0.9313,0.93402,0.80707,0.41041,0.26827,0.90424,0.000377399,0.000377399,0.000377399
225,24843.8,0.33233,0.2699,0.9212,0.88176,0.9,0.9374,0.78972,0.42053,0.27384,0.91782,0.000372683,0.000372683,0.000372683
226,24952.4,0.35286,0.28905,0.9449,0.89729,0.9,0.93875,0.78548,0.43345,0.28039,0.9161,0.000367967,0.000367967,0.000367967
227,25060.8,0.34421,0.27343,0.94282,0.8992,0.90215,0.95804,0.82185,0.40997,0.26074,0.88498,0.000363252,0.000363252,0.000363252
228,25170.5,0.36005,0.29193,0.94388,0.89623,0.94689,0.98288,0.83937,0.39199,0.24023,0.87169,0.000358536,0.000358536,0.000358536
229,25278.2,0.37314,0.28249,0.9598,0.89899,0.99517,0.97682,0.83302,0.38191,0.24016,0.8619,0.00035382,0.00035382,0.00035382
230,25386,0.3607,0.28252,0.96067,0.89593,0.99482,0.97682,0.82658,0.36453,0.23398,0.84484,0.000349105,0.000349105,0.000349105
231,25495.8,0.34941,0.2915,0.93985,0.89934,0.94915,0.97379,0.82431,0.36775,0.23315,0.84255,0.000344389,0.000344389,0.000344389
232,25605.4,0.35256,0.28184,0.95103,0.90216,0.97096,0.97985,0.83177,0.37467,0.23932,0.84755,0.000339673,0.000339673,0.000339673
233,25713.8,0.34798,0.27582,0.94062,0.90493,0.96446,0.97611,0.84569,0.3796,0.24941,0.85576,0.000334958,0.000334958,0.000334958
234,25822.5,0.32053,0.26002,0.93669,0.91206,0.9727,0.97682,0.83556,0.38493,0.24949,0.86299,0.000330242,0.000330242,0.000330242
235,25932.2,0.36823,0.28818,0.95951,0.90464,0.96308,0.97064,0.8237,0.38021,0.25002,0.86015,0.000325526,0.000325526,0.000325526
236,26041,0.35067,0.28243,0.94637,0.91994,0.93632,0.97127,0.80903,0.38932,0.25831,0.86564,0.00032081,0.00032081,0.00032081
237,26149.7,0.33474,0.27032,0.9451,0.92935,0.93555,0.97917,0.81471,0.38088,0.25055,0.86217,0.000316095,0.000316095,0.000316095
238,26258.4,0.34281,0.28057,0.93398,0.92121,0.93333,0.96974,0.80263,0.38079,0.24804,0.85665,0.000311379,0.000311379,0.000311379
239,26366.5,0.35326,0.28916,0.94703,0.91435,0.93333,0.97278,0.81423,0.38165,0.24443,0.86005,0.000306663,0.000306663,0.000306663
240,26474.9,0.35159,0.28018,0.93921,0.91029,0.9361,0.97389,0.8328,0.37414,0.23402,0.85519,0.000301948,0.000301948,0.000301948
241,26584.7,0.34263,0.28388,0.94557,0.90663,0.93574,0.97881,0.85656,0.37757,0.24375,0.85217,0.000297232,0.000297232,0.000297232
242,26692.5,0.35196,0.28898,0.95409,0.9147,0.93589,0.96722,0.85211,0.38005,0.24428,0.85531,0.000292516,0.000292516,0.000292516
243,26802.1,0.31758,0.25974,0.93046,0.8733,0.95207,0.96722,0.85929,0.37117,0.24828,0.84806,0.000287801,0.000287801,0.000287801
244,26911.4,0.33169,0.26168,0.93291,0.8544,0.95932,0.96056,0.85652,0.36326,0.26335,0.84544,0.000283085,0.000283085,0.000283085
245,27020.6,0.33391,0.26569,0.94892,0.83999,0.95435,0.97056,0.84999,0.36195,0.2592,0.84225,0.000278369,0.000278369,0.000278369
246,27128.1,0.33072,0.26042,0.93824,0.85845,0.96363,0.95865,0.84048,0.36647,0.25601,0.84185,0.000273654,0.000273654,0.000273654
247,27236.4,0.33558,0.26639,0.93457,0.89028,0.96667,0.95531,0.84265,0.37385,0.24925,0.8507,0.000268938,0.000268938,0.000268938
248,27344.7,0.32577,0.26524,0.92945,0.90578,0.96667,0.9725,0.8547,0.37711,0.24326,0.85326,0.000264222,0.000264222,0.000264222
249,27453.7,0.33415,0.26137,0.93402,0.8984,0.96667,0.97352,0.86174,0.36876,0.22703,0.85195,0.000259506,0.000259506,0.000259506
250,27562.2,0.3347,0.26776,0.93905,0.89908,0.96667,0.97548,0.85572,0.37505,0.23756,0.85873,0.000254791,0.000254791,0.000254791
251,27670.6,0.33024,0.25922,0.93095,0.88833,0.98185,0.97379,0.84881,0.37014,0.23022,0.85457,0.000250075,0.000250075,0.000250075
252,27780,0.3427,0.26459,0.94892,0.87889,0.9854,0.97076,0.83484,0.37734,0.23556,0.85708,0.000245359,0.000245359,0.000245359
253,27888,0.34056,0.26993,0.94224,0.87381,0.98851,0.97076,0.83646,0.38922,0.23389,0.86601,0.000240644,0.000240644,0.000240644
254,27997.2,0.32182,0.25902,0.92667,0.9136,0.9358,0.97068,0.81977,0.38779,0.23186,0.86728,0.000235928,0.000235928,0.000235928
255,28112.9,0.3316,0.26691,0.93027,0.91227,0.9361,0.97658,0.82116,0.38568,0.23445,0.86693,0.000231212,0.000231212,0.000231212
256,28223.6,0.33888,0.26043,0.94006,0.90564,0.97943,0.97076,0.82015,0.37175,0.23157,0.85883,0.000226497,0.000226497,0.000226497
257,28332.5,0.31956,0.25814,0.92686,0.92181,0.96907,0.96773,0.83872,0.36738,0.23011,0.85756,0.000221781,0.000221781,0.000221781
258,28440.7,0.34464,0.28375,0.94512,0.90474,0.97995,0.96745,0.8358,0.36703,0.22885,0.85873,0.000217065,0.000217065,0.000217065
259,28549.6,0.31748,0.26345,0.94714,0.88397,0.98873,0.97315,0.83586,0.36751,0.23384,0.85744,0.000212349,0.000212349,0.000212349
260,28658.2,0.30856,0.25602,0.92869,0.88323,0.97246,0.9761,0.8342,0.37203,0.23223,0.85939,0.000207634,0.000207634,0.000207634
261,28766.9,0.30327,0.24647,0.91286,0.88322,0.9869,0.97925,0.84426,0.36952,0.23205,0.859,0.000202918,0.000202918,0.000202918
262,28876.6,0.30702,0.24521,0.92489,0.88563,0.96169,0.97897,0.8409,0.3685,0.23307,0.85829,0.000198202,0.000198202,0.000198202
263,28984.2,0.30505,0.24399,0.92661,0.88425,0.961,0.96921,0.83997,0.36739,0.24099,0.8584,0.000193487,0.000193487,0.000193487
264,29093.2,0.3111,0.25128,0.92407,0.88382,0.9609,0.97352,0.83877,0.36937,0.23667,0.86131,0.000188771,0.000188771,0.000188771
265,29204.4,0.32627,0.25052,0.93052,0.88524,0.96044,0.96588,0.84605,0.36691,0.24001,0.86302,0.000184055,0.000184055,0.000184055
266,29311.9,0.32561,0.25998,0.94683,0.8932,0.95323,0.96588,0.83982,0.36544,0.24297,0.86531,0.00017934,0.00017934,0.00017934
267,29420,0.30993,0.24183,0.93,0.89046,0.95722,0.96588,0.83197,0.38089,0.25362,0.86998,0.000174624,0.000174624,0.000174624
268,29533.2,0.30554,0.25054,0.91837,0.88874,0.96091,0.96833,0.83821,0.3879,0.26477,0.87365,0.000169908,0.000169908,0.000169908
269,29655.5,0.29849,0.23691,0.91675,0.90338,0.93095,0.9588,0.82771,0.39561,0.26684,0.87782,0.000165192,0.000165192,0.000165192
270,29765.1,0.30632,0.24637,0.91688,0.90259,0.93333,0.95563,0.82422,0.39399,0.26383,0.87464,0.000160477,0.000160477,0.000160477
271,29875.2,0.30059,0.24198,0.91461,0.89036,0.93333,0.9542,0.82175,0.38967,0.26655,0.87051,0.000155761,0.000155761,0.000155761
272,32062.8,0.32042,0.26519,0.93523,0.89047,0.93302,0.94948,0.82667,0.37673,0.26981,0.86591,0.000151045,0.000151045,0.000151045
273,32186.3,0.31258,0.24571,0.93638,0.89856,0.91833,0.9452,0.83201,0.37135,0.25982,0.86674,0.00014633,0.00014633,0.00014633
274,32330,0.32704,0.25782,0.94252,0.90128,0.9198,0.94204,0.83171,0.36911,0.2549,0.86511,0.000141614,0.000141614,0.000141614
275,32473.2,0.3047,0.24891,0.90872,0.92661,0.90216,0.95495,0.83896,0.36576,0.23983,0.85872,0.000136898,0.000136898,0.000136898
276,32614.8,0.34184,0.26654,0.93943,0.89986,0.92777,0.96513,0.84421,0.36659,0.24045,0.85442,0.000132183,0.000132183,0.000132183
277,32709.3,0.2851,0.23923,0.92279,0.90586,0.92755,0.96196,0.8445,0.36147,0.23492,0.84844,0.000127467,0.000127467,0.000127467
278,32808.9,0.29568,0.24645,0.91473,0.90881,0.92783,0.95743,0.84058,0.36565,0.23829,0.85069,0.000122751,0.000122751,0.000122751
279,32944.7,0.2995,0.23388,0.90534,0.90702,0.93104,0.96273,0.84524,0.36319,0.24069,0.84992,0.000118035,0.000118035,0.000118035
280,33088.1,0.28698,0.23655,0.91827,0.89306,0.95436,0.97944,0.85135,0.36489,0.23916,0.85085,0.00011332,0.00011332,0.00011332
281,33235.2,0.28881,0.2323,0.90939,0.90587,0.93106,0.97384,0.84661,0.36674,0.24272,0.85641,0.000108604,0.000108604,0.000108604
282,33378.6,0.30999,0.2448,0.93412,0.88393,0.96355,0.97985,0.8653,0.36598,0.24122,0.85744,0.000103888,0.000103888,0.000103888
283,33522,0.29739,0.24032,0.93146,0.88347,0.96319,0.97682,0.85659,0.36908,0.24169,0.86026,9.91726e-05,9.91726e-05,9.91726e-05
284,33665.1,0.3001,0.25361,0.91324,0.88314,0.9654,0.97682,0.85051,0.37135,0.23794,0.86133,9.44569e-05,9.44569e-05,9.44569e-05
285,33831.9,0.29588,0.24466,0.92887,0.88409,0.98107,0.97682,0.8563,0.37128,0.2366,0.86053,8.97412e-05,8.97412e-05,8.97412e-05
286,33962.5,0.2863,0.22854,0.91649,0.88448,0.99113,0.97985,0.8514,0.372,0.23413,0.8596,8.50255e-05,8.50255e-05,8.50255e-05
287,35454.3,0.29841,0.24537,0.91618,0.88149,0.96993,0.97985,0.84914,0.37195,0.23882,0.85991,8.03098e-05,8.03098e-05,8.03098e-05
288,38971.3,0.29579,0.24455,0.92863,0.90099,0.94471,0.97985,0.84722,0.37339,0.24227,0.86289,7.55941e-05,7.55941e-05,7.55941e-05
289,39087.5,0.2865,0.2203,0.92049,0.8968,0.94588,0.97969,0.84689,0.37307,0.24508,0.86375,7.08784e-05,7.08784e-05,7.08784e-05
290,39193.8,0.28589,0.23919,0.9169,0.89878,0.94305,0.97969,0.85055,0.37493,0.24555,0.8649,6.61627e-05,6.61627e-05,6.61627e-05
291,39291.4,0.22629,0.18583,0.86171,0.88791,0.96291,0.97575,0.84986,0.37716,0.25478,0.86711,6.1447e-05,6.1447e-05,6.1447e-05
292,39384.9,0.20914,0.17687,0.86095,0.87393,0.95577,0.97944,0.84623,0.38358,0.25886,0.8739,5.67313e-05,5.67313e-05,5.67313e-05
293,39480,0.20393,0.17411,0.84871,0.88329,0.92954,0.97632,0.84489,0.38296,0.25819,0.87608,5.20156e-05,5.20156e-05,5.20156e-05
294,39577.4,0.18718,0.1669,0.83724,0.88246,0.92838,0.97266,0.84774,0.3803,0.26093,0.87459,4.72999e-05,4.72999e-05,4.72999e-05
295,39694.7,0.18851,0.16425,0.85002,0.87894,0.92925,0.96907,0.83742,0.37989,0.26242,0.87544,4.25842e-05,4.25842e-05,4.25842e-05
296,39812.6,0.19592,0.15753,0.85223,0.87286,0.95556,0.97278,0.84238,0.37914,0.26168,0.87653,3.78685e-05,3.78685e-05,3.78685e-05
297,39942.5,0.19355,0.15347,0.81734,0.87417,0.95471,0.97278,0.84487,0.37814,0.25924,0.87593,3.31528e-05,3.31528e-05,3.31528e-05
298,40085.9,0.18655,0.15186,0.83552,0.87305,0.96021,0.97278,0.8366,0.37898,0.26047,0.87655,2.84371e-05,2.84371e-05,2.84371e-05
299,40220.2,0.19066,0.16212,0.84706,0.87557,0.95502,0.97944,0.84579,0.37697,0.25767,0.87602,2.37214e-05,2.37214e-05,2.37214e-05
300,40340.1,0.18334,0.15802,0.83002,0.87719,0.9588,0.97944,0.84462,0.37397,0.25172,0.87571,1.90057e-05,1.90057e-05,1.90057e-05
